image,illumination,geometry,glossiness,refsharp,contgloss,metallicness,lightness,anisotropy
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_0].jpg,2,5,1,1,1,1,1.5,1.5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_1].jpg,2,5,2,1,1,1,5,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_0_spec_2].jpg,2,5,2,2,2,2,3,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_0].jpg,2,5,2,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_1].jpg,2,5,2,1,1,2,3,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_1_sat_1_spec_2].jpg,2,5,2,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_0].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_1].jpg,2,5,2,1,1,1,4,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_0_spec_2].jpg,2,5,2,1,1,1,3,5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_0].jpg,2,5,2,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_1].jpg,2,5,1,1,2,1,4,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_2_sat_1_spec_2].jpg,2,5,2,2,2,1,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_0].jpg,2,5,2,1,1,2,3,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_1].jpg,2,5,1.5,1,1,2.5,2.5,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_silver-paint_spec_hue_3_black_spec_2].jpg,2,5,2,1,1,2,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_0_spec_1].jpg,2,5,1,1,1,1,5,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_0_spec_2].jpg,2,5,1,1,1,1,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_1_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_0_sat_1_spec_2].jpg,2,5,3,2,2.5,1.5,3.5,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_0_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_0_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_1_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_1_sat_1_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_0_spec_2].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_0].jpg,2,5,2,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_1].jpg,2,5,1,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_2_sat_1_spec_2].jpg,2,5,2,2,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_special-walnut-224_spec_hue_3_black_spec_0].jpg,2,5,1,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_0].jpg,2,5,1,1,1,1,1.5,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_1].jpg,2,5,1,1,1,1,3,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_0_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_1_spec_0].jpg,2,5,1,1,1,1,3,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_0_sat_1_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_0_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_0_spec_2].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_1_sat_1_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_0].jpg,2,5,1,1,1,1,1,2.5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_1].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_0_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_0].jpg,2,5,2,5,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_2_sat_1_spec_2].jpg,2,5,3,1,1,1,1,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_0].jpg,2,5,3,1,1,1,1,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-diffuse-bball_spec_hue_3_black_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_0_spec_0].jpg,2,5,7,4,4,1,6,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_0_spec_1].jpg,2,5,3.5,1,1.5,1,1.5,1.5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_1_spec_0].jpg,2,5,6,5,4,4,4,5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_0_sat_1_spec_2].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_0_spec_0].jpg,2,5,2,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_0_spec_2].jpg,2,5,3,1,1,1,5,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_1_sat_1_spec_0].jpg,2,5,6,4,3,2,4,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_0_spec_0].jpg,2,5,7,1,1,6,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_0].jpg,2,5,6,5,4,5,5,6
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_2].jpg,2,5,5,3,1,1,4,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_1].jpg,2,5,5,4,3,3,4,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_2].jpg,2,5,6,4,6,4,1,5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_0].jpg,2,5,1,2,1,1,4,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_2].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_0].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_2].jpg,2,5,1,1,1,1,2,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_1_sat_0_spec_0].jpg,2,5,2,1,2,1,4,5
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_1_sat_1_spec_0].jpg,2,5,1,1,1,1,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_1].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_2].jpg,2,5,1,1,1,1,5,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_0].jpg,2,5,1,1,1,1,6,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_1].jpg,2,5,2,3,3,3,3,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_2].jpg,2,5,2,1,2,2,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_0].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_1].jpg,2,5,1.5,1.5,1,1.5,2,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_2].jpg,2,5,1,2,2,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_0].jpg,2,5,1,1,1,1,1,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_1].jpg,2,5,1,1,1,1,3,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_2].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_1_sat_0_spec_0].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_1_sat_0_spec_1].jpg,2,5,1,1,1,1,3,6
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_1_sat_1_spec_1].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_1_sat_1_spec_2].jpg,2,5,1,1,1,1,5,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_0].jpg,2,5,1,1,1,1,3,3
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_1].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_2].jpg,2,5,1,1,1,1,1,4
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_2_sat_1_spec_0].jpg,2,5,3,2,3,3,5,2
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_2_sat_1_spec_1].jpg,2,5,1,1,1,1,3,6
[1_2_fish_eagle_hill_2k][blob][MERL_EDIT-beige-fabric_hue_3_black_spec_0].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_green_rgb].jpg,2,5,2,1,1,1,2.5,2
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_orange_rgb].jpg,2,5,1,1,1,1,7,2
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_pink_rgb].jpg,2,5,1.5,1,1.5,1.5,3.5,2
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_purple_rgb].jpg,2,5,2,1,1,1,5,2
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_white_rgb].jpg,2,5,2,2,2,1,5,1
[1_2_fish_eagle_hill_2k][blob][RGL-acrylic_felt_yellow_rgb].jpg,2,5,1,1,2,1,4,1
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_brushed_aluminium_1_rgb].jpg,2,5,7,4,5,7,7,5
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_copper_sheet_rgb].jpg,2,5,7,7,7,7,7,1
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_green_pvc_rgb].jpg,2,5,2,1,2,1,4,1
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_metallic_paper_copper_rgb].jpg,2,5,5.5,4.5,4.5,5.5,5.5,4
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_metallic_paper_gold_rgb].jpg,2,5,7,1,4,7,7,3
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_miro_7_rgb].jpg,2,5,7,7,7,7,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_morpho_melenaus_rgb].jpg,2,5,7,5,5,7,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-aniso_sari_silk_2color_rgb].jpg,2,5,1,1,1,1,4,7
[1_2_fish_eagle_hill_2k][blob][RGL-aurora_white_rgb].jpg,2,5,5,3,1,4,6,4
[1_2_fish_eagle_hill_2k][blob][RGL-cardboard_rgb].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][RGL-cc_amber_citrine_rgb].jpg,2,5,7,7,6,7,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-cc_blue_agat_rgb].jpg,2,5,7,5,5,7,6,7
[1_2_fish_eagle_hill_2k][blob][RGL-cc_green_malachite_rgb].jpg,2,5,6,4,4,4,4,5
[1_2_fish_eagle_hill_2k][blob][RGL-cc_ibiza_sunset_rgb].jpg,2,5,7,7,7,7,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-cc_iris_purple_gem_rgb].jpg,2,5,6,2,4,6,5,6
[1_2_fish_eagle_hill_2k][blob][RGL-cc_nothern_aurora_rgb].jpg,2,5,6,1,6,7,5,7
[1_2_fish_eagle_hill_2k][blob][RGL-cg_sunflower_rgb].jpg,2,5,7,3,3,2,6,4
[1_2_fish_eagle_hill_2k][blob][RGL-chm_light_blue_rgb].jpg,2,5,7,7,7,7,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-chm_mint_rgb].jpg,2,5,7,7,7,7,7,4
[1_2_fish_eagle_hill_2k][blob][RGL-chm_orange_rgb].jpg,2,5,7,7,7,7,7,1
[1_2_fish_eagle_hill_2k][blob][RGL-cm_military_green_rgb].jpg,2,5,4,2,2,3,3,3
[1_2_fish_eagle_hill_2k][blob][RGL-cm_toxic_green_rgb].jpg,2,5,2,1,1,1,5,1
[1_2_fish_eagle_hill_2k][blob][RGL-cm_white_rgb].jpg,2,5,2,1,2,1,7,1
[1_2_fish_eagle_hill_2k][blob][RGL-colodur_azure_4e_rgb].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][RGL-colodur_connemara_4c_rgb].jpg,2,5,1,1,1,1,4,2
[1_2_fish_eagle_hill_2k][blob][RGL-colodur_kalahari_2a_rgb].jpg,2,5,2,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][RGL-colodur_napoli_4f_rgb].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_aniso_darth_vader_pants_rgb].jpg,2,5,1,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_aniso_tarkin_tunic_rgb].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_l3_37_dark_green_rgb].jpg,2,5,2,3,2,2,2,1
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_l3_37_matte_rgb].jpg,2,5,4,2,1,1,5,4
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_l3_37_metallic_rgb].jpg,2,5,7,3,7,7,7,2
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_solo_m_68_rgb].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][RGL-ilm_solo_millennium_falcon_rgb].jpg,2,5,1,1,1,1,7,1
[1_2_fish_eagle_hill_2k][blob][RGL-irid_flake_paint1_fine_rgb].jpg,2,5,5,5,5,4,2,3
[1_2_fish_eagle_hill_2k][blob][RGL-irid_flake_paint1_rgb].jpg,2,5,5,6,5,3,1,4
[1_2_fish_eagle_hill_2k][blob][RGL-irid_flake_paint2_rgb].jpg,2,5,3,3,3,3,3,3
[1_2_fish_eagle_hill_2k][blob][RGL-laika_ceiling_paint_18_gray_rgb].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][RGL-leaf_maple_rgb].jpg,2,5,2,1,2,1,2,1
[1_2_fish_eagle_hill_2k][blob][RGL-paper_blue_rgb].jpg,2,5,3,1,2,2,4,2
[1_2_fish_eagle_hill_2k][blob][RGL-paper_green_rgb].jpg,2,5,1,1,1,1,5,1.5
[1_2_fish_eagle_hill_2k][blob][RGL-paper_red_rgb].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][RGL-paper_white_rgb].jpg,2,5,2,2,3,2,6,4
[1_2_fish_eagle_hill_2k][blob][RGL-paper_yellow_rgb].jpg,2,5,1,1,1,1,6,1
[1_2_fish_eagle_hill_2k][blob][RGL-satin_blue_rgb].jpg,2,5,4,4,1,1,7,7
[1_2_fish_eagle_hill_2k][blob][RGL-satin_gold_rgb].jpg,2,5,4,4,1,3,2,4
[1_2_fish_eagle_hill_2k][blob][RGL-satin_purple_rgb].jpg,2,5,2,1,1,1,4,3
[1_2_fish_eagle_hill_2k][blob][RGL-satin_rosaline_rgb].jpg,2,5,4,4,4,2,7,4
[1_2_fish_eagle_hill_2k][blob][RGL-satin_white_rgb].jpg,2,5,3,1,1,1,7,3
[1_2_fish_eagle_hill_2k][blob][RGL-spectralon_rgb].jpg,2,5,2,3,1,1,7,3
[1_2_fish_eagle_hill_2k][blob][RGL-vch_dragon_eye_red_rgb].jpg,2,5,5,4,4,6,4,3
[1_2_fish_eagle_hill_2k][blob][RGL-vch_frozen_amethyst_rgb].jpg,2,5,3,1,1,2,3,3
[1_2_fish_eagle_hill_2k][blob][RGL-vch_golden_yellow_rgb].jpg,2,5,1,2,3,5,4,1
[1_2_fish_eagle_hill_2k][blob][RGL-vch_silk_blue_rgb].jpg,2,5,7,2,7,5,6,2
[1_2_fish_eagle_hill_2k][blob][RGL-vch_ultra_pink_rgb].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][RGL-weta_brushed_steel_satin_pink_rgb].jpg,2,5,4,4,2,6,3,7
[1_2_fish_eagle_hill_2k][blob][UTIA-m001_3M_Scotchlite].jpg,2,5,2,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m002_car_paint01].jpg,2,5,3,1,1,2,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m003_carpet01].jpg,2,5,1,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m004_carpet02].jpg,2,5,1,1,1,1,2,4
[1_2_fish_eagle_hill_2k][blob][UTIA-m005_carpet04].jpg,2,5,1,1,1,1,2,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m006_carpet05].jpg,2,5,1,1,1,1,1,4
[1_2_fish_eagle_hill_2k][blob][UTIA-m009_corduroy01].jpg,2,5,2,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m010_fabric002].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m011_fabric005].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m012_fabric006].jpg,2,5,1,1,1,1,1,7
[1_2_fish_eagle_hill_2k][blob][UTIA-m013_fabric008].jpg,2,5,1,3,1,1,1,4
[1_2_fish_eagle_hill_2k][blob][UTIA-m017_fabric012].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m018_fabric013].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m019_fabric014].jpg,2,5,1,1,1,1,1,7
[1_2_fish_eagle_hill_2k][blob][UTIA-m020_fabric015].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m022_fabric017].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m023_fabric018].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m024_fabric019].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m025_fabric020].jpg,2,5,1,1,1,1,1,3
[1_2_fish_eagle_hill_2k][blob][UTIA-m026_fabric021].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m027_fabric022].jpg,2,5,1,1,1,1,1,7
[1_2_fish_eagle_hill_2k][blob][UTIA-m030_fabric025].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m031_fabric026].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m032_fabric027].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m033_fabric028].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m034_fabric040].jpg,2,5,1,1,2,1,2,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m035_fabric041].jpg,2,5,1,1,1,1,2,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m037_fabric043].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m039_fabric045].jpg,2,5,1,1,1,1,2,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m040_fabric046].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m041_fabric047].jpg,2,5,1,1,1,1,2,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m042_fabric048].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m043_fabric049].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m045_fabric050].jpg,2,5,1,1,1,1,3,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m046_fabric051].jpg,2,5,1,1,1,1,1.5,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m048_fabric070].jpg,2,5,1,1,1,1,1,2
[1_2_fish_eagle_hill_2k][blob][UTIA-m049_fabric071].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m050_fabric073].jpg,2,5,2,2,2,2,2,5
[1_2_fish_eagle_hill_2k][blob][UTIA-m051_fabric074].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m052_fabric075].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m053_fabric076].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m054_fabric077].jpg,2,5,1,1,1,1,3,5
[1_2_fish_eagle_hill_2k][blob][UTIA-m056_fabric081].jpg,2,5,1,1,1,1,4,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m057_fabric082].jpg,2,5,1,1,1,1,2,5
[1_2_fish_eagle_hill_2k][blob][UTIA-m058_fabric083].jpg,2,5,1,1,1,1,1,5
[1_2_fish_eagle_hill_2k][blob][UTIA-m059_fabric086].jpg,2,5,1,1,1,1,3,4
[1_2_fish_eagle_hill_2k][blob][UTIA-m060_fabric093].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m061_fabric094].jpg,2,5,1,1,1,1,1,1
[1_2_fish_eagle_hill_2k][blob][UTIA-m062_fabric096].jpg,2,5,1,1,1,1,1,1
